"class_name","class_type","hyperlink","freigabe","belegpflicht","lang","start_date","end_date","max_part","start_time","end_time","week_day","rhythm","parallel","lecturer","room","floor","address","building","facility","txt"
Research Methods (Literary and Cultural Studies),Seminar,,N,,englisch,2022-04-20,2022-07-20,,"10:00","12:00",Mittwoch,wöchentlich,wöchentlich,Cornelia Wilde,Seminarraum 1.501,"5. OG                    ",Dorotheenstraße 24                                ,Universitätsgebäude am Hegelplatz,Technische Abteilung (V),"<p>The course aims at practicing and rehearsing research skills central for producing scholarly texts, specifically final theses. It will focus on topics such as identifying a topic and a central research question, structuring the text, and language use. Discussions in class will address questions of methodology, theoretical grounding, academic language, and bibliographic conventions. Students will present their own (preliminary) research projects and draft tables of content, bibliographies, and short sections of text, which will be reviewed by the instructor to facilitate the writing process. The class is most effective for those students who are about to start thinking about and writing their BA thesis; each student needs an academic writing project to make most of this class.&nbsp;</p>
<p><span style=""text-decoration: underline;"">Requirements</span>:</p>
<p>Credit for the course requires regular attendance and participation in class discussions, the completion of the written assignments, and an oral presentation of one's project.</p>
<p>""NOTE: The seminar focuses on BA thesis topics and methods in literary and cultural studies. There is an alternative research colloquium specifically designed for BA theses in linguistics available, too""</p>"
Research Methods (Literary and Cultural Studies),Seminar,,N,,englisch,2022-04-20,2022-07-20,,"12:00","14:00",Mittwoch,wöchentlich,wöchentlich,Elahe Haschemi Yekani,Seminarraum 1.501,"5. OG                    ",Dorotheenstraße 24                                ,Universitätsgebäude am Hegelplatz,Technische Abteilung (V),"<p>The course aims at practicing and rehearsing research skills central for producing scholarly texts, specifically final theses. It will focus on topics such as identifying a topic and a central research question, structuring the text, and language use. Discussions in class will address questions of methodology, theoretical grounding, academic language, and bibliographic conventions. Students will present their own (preliminary) research projects and draft tables of content, bibliographies, and short sections of text, which will be reviewed by the instructor to facilitate the writing process. The class is most effective for those students who are about to start thinking about and writing their BA thesis; each student needs an academic writing project to make most of this class.&nbsp;</p>
<p><span style=""text-decoration: underline;"">Requirements</span>:</p>
<p>Credit for the course requires regular attendance and participation in class discussions, the completion of the written assignments, and an oral presentation of one's project.</p>
<p>""NOTE: The seminar focuses on BA thesis topics and methods in literary and cultural studies. There is an alternative research colloquium specifically designed for BA theses in linguistics available, too""</p>"
Topics in Diachronic Linguistics,Seminar,,N,,englisch,2022-04-19,2022-07-19,,"14:00","16:00",Dienstag,wöchentlich,wöchentlich,Andrew McIntyre,Hörsaal 3075,"2. OG                    ",Unter den Linden 6                                ,Universitäts-Hauptgebäude,Technische Abteilung (V),"<p>The course focusses on selected areas in historical syntax, semantics, pragmatics, morphology and phonology. We mainly focus on aspects of the history of English and its ancestors, but we will sometimes examine material from other languages and insights that researchers have gained in working towards a better theory of how and why languages change.&nbsp; Examples of subjects covered include grammaticalization (the development of lexical elements into grammatical elements), word order change, passivization, negation, information structure, the semantics and syntax of auxiliaries, general principles of semantic change, the origins of affixes and the reasons for sound change. The topics discussed are selected because of what they reveal about the general nature of language change and/or the English language. Students can attend this course without having attended the accompanying seminar, but should have a rough understanding of the history of English and its earlier ancestor languages, as could be obtained from an encyclopedia article on the subject. It would be useful if attendees have some understanding of basic notions from syntax, morphology and phonology/phonetics, like those taught in introductory courses in our institute.</p>"
Topics in Diachronic Linguistics,Übung,,N,,englisch,2022-04-19,2022-07-19,,"14:00","16:00",Dienstag,wöchentlich,wöchentlich,Andrew McIntyre,Hörsaal 3075,"2. OG                    ",Unter den Linden 6                                ,Universitäts-Hauptgebäude,Technische Abteilung (V),"<p>The course focusses on selected areas in historical syntax, semantics, pragmatics, morphology and phonology. We mainly focus on aspects of the history of English and its ancestors, but we will sometimes examine material from other languages and insights that researchers have gained in working towards a better theory of how and why languages change.&nbsp; Examples of subjects covered include grammaticalization (the development of lexical elements into grammatical elements), word order change, passivization, negation, information structure, the semantics and syntax of auxiliaries, general principles of semantic change, the origins of affixes and the reasons for sound change. The topics discussed are selected because of what they reveal about the general nature of language change and/or the English language. Students can attend this course without having attended the accompanying seminar, but should have a rough understanding of the history of English and its earlier ancestor languages, as could be obtained from an encyclopedia article on the subject. It would be useful if attendees have some understanding of basic notions from syntax, morphology and phonology/phonetics, like those taught in introductory courses in our institute.</p>"
Case Studies in Economic Criticism,Seminar,,J,,englisch,2022-04-19,2022-07-19,,"12:00","14:00",Dienstag,"14tgl.","14tgl.",Anne Enderwitz,Seminarraum 1.601,"6. OG                    ",Dorotheenstraße 24                                ,Universitätsgebäude am Hegelplatz,Technische Abteilung (V),"<p>The course offers an introduction to economic criticism. We will read works from different centuries, beginning with Shakespeare&rsquo;s Merchant of Venice, and Defoe&rsquo;s Robinson Crusoe. We will also include a Victorian work that focuses on industrialization (e.g. Elizabeth Gaskell&rsquo;s North and South) and a more contemporary text and film that deal with the recent financial crisis. The course seeks to develop a sense of how literature represents and relates to economic problems and its own material conditions and how it responds to economic crises. We will discuss ideas as well as formal innovations to trace diverse ways in which literature and economics interact.</p>
<p>If you would like to prepare for this course, please being by reading Shakespeare&rsquo;s The Merchant of Venice. We will use the following edition:</p>
<p>Shakespeare, William. The Merchant of Venice, ed. by J. Drakakis, Shakespeare Arden, 2011.</p>
<p>&nbsp;</p>"
Case Studies in Economic Criticism,Seminar,,J,,englisch,2022-04-19,2022-07-19,,"10:00","12:00",Dienstag,wöchentlich,wöchentlich,Anne Enderwitz,Seminarraum 1.601,"6. OG                    ",Dorotheenstraße 24                                ,Universitätsgebäude am Hegelplatz,Technische Abteilung (V),"<p>The course offers an introduction to economic criticism. We will read works from different centuries, beginning with Shakespeare&rsquo;s Merchant of Venice, and Defoe&rsquo;s Robinson Crusoe. We will also include a Victorian work that focuses on industrialization (e.g. Elizabeth Gaskell&rsquo;s North and South) and a more contemporary text and film that deal with the recent financial crisis. The course seeks to develop a sense of how literature represents and relates to economic problems and its own material conditions and how it responds to economic crises. We will discuss ideas as well as formal innovations to trace diverse ways in which literature and economics interact.</p>
<p>If you would like to prepare for this course, please being by reading Shakespeare&rsquo;s The Merchant of Venice. We will use the following edition:</p>
<p>Shakespeare, William. The Merchant of Venice, ed. by J. Drakakis, Shakespeare Arden, 2011.</p>
<p>&nbsp;</p>"
Contrastive Language Analysis: Academic Texts in Contrast,Übung,,N,,englisch,2022-04-19,2022-07-19,,"12:00","14:00",Dienstag,wöchentlich,wöchentlich,Elisabeth Gibbels,Seminarraum 1.502,"5. OG                    ",Dorotheenstraße 24                                ,Universitätsgebäude am Hegelplatz,Technische Abteilung (V),"<p>The course will look at differences between German and English academic texts. We will contrast key differences in grammar, style and usage, focusing on typical problem fields for non-English writers and analyse characteristic text features in English academic prose. Coursework will focus on texts from the field of English and American studies. Students will produce translations and summary translations and work with online workshops, peer reviews and editing techniques. Blended course.</p>
<p>Please register by 1 April 2022 using&nbsp;<a href=""https://moodle.hu-berlin.de/course/view.php?id=73748"">this link</a>.</p>"
Social Hydrology,Seminar/Hauptseminar,,J,,englisch,2022-04-19,2022-07-19,,"09:00","13:00",Dienstag,wöchentlich,wöchentlich,Dieter Gerten,Seminarraum 1.201,"1. OG                    ",Rudower Chaussee 16                               ,Alfred-Rühl-Haus,Technische Abteilung (V),"<p>The emerging field of <strong>socio-hydrology</strong> deals with the fact that human activities and the water cycle constantly interact, at an increasingly global scale. This interdisciplinary Study Project (SPJ) aims to clarify and discuss some relevant aspects of human&ndash;water relationships by a set of individual projects/analyses. It combines short lectures, group discussions, practical exercises (ideally data analyses) and several short presentations and reports by students.</p>
<p>In the<strong> lecture parts</strong>, participants get an introduction into the overall topic of socio-hydrology and specific fields relevant for the study projects to be conducted. Thereby they are guided on how to develop an own research idea and project to be conducted throughout the semester.</p>
<p>In the <strong>exercise/work parts</strong>, students co-design (mentored by the lecturer) their <strong>own focus study</strong>, discuss their plan in the plenary, perform the required data analysis and/or literature review, and finally present the main results. Topics and analysis tools for individual projects will be identified during the course depending on the students&rsquo; individual backgrounds and skills. A tentative overall topic are the <strong>features of water scarcity in different regions of the world</strong>.</p>
<p>Please register in AGNES, but participation will be agreed on in the first session (April 19). The actual study projects (individually or in teams of two students) will be assigned in the first weeks, following a structured semester schedule.</p>"
Lecture Series New Faces of Authoritarianism: Interdisciplinary Perspectives from the Global South (ÜWP),Ringvorlesung,,N,,englisch,,,,"14:00","16:00",Donnerstag,wöchentlich,wöchentlich,Latife Akyüz,Seminarraum 003,EG                       ,Universitätsstraße 3b                             ,Institutsgebäude,Technische Abteilung (V),"<p>The International Research Group on Authoritarianism and Counter-Strategies (IRGAC) is an initiative of the Rosa Luxemburg Foundation that brings together scholar-activists from across the Global South to share and exchange ongoing research on the rise of the Rights and Far-rights and strategic responses from a left-wing perspective. Thus, IRGAC seeks to combine in-depth studies of national and regional processes with a global perspective that recognizes and analyses the multiple manifestations of authoritarian neoliberalism and the different processes that lie beyond the &ldquo;rising tide&rdquo; of authoritarianism.</p>
<p>This lecture series aims to provide a space to think and discuss phenomena related to the emergence of authoritarian governments, movements, and ideologies in the countries of the Global South from the different lines of research of the IRGAC members. The course will cover a wide range of central topics to the social sciences today including state violence, biopolitical reproduction of capitalism, sexual dissidence and feminist struggles, the entanglement of authoritarianism with digital technologies, peasant and indigenous movements, the human rights regime, environmental crisis, and gentrification processes. Each of these topics will be articulated addressing the common dynamics and diverse forms of the authoritarian response to the global crisis of neoliberalism. Furthermore, the lecture series will examine the possibilities for alternatives, examples of resistance, and counter-strategies from the Global South.</p>"
Network based energy systems,Vorlesung/Übung,,N,,englisch,,,,"16:00","20:00",Montag,wöchentlich,wöchentlich,Franz Hubert,Hörsaal 220,"2. OG                    ",Spandauer Straße 1                                ,Institutsgebäude,Technische Abteilung (V),"<p>The lecture familiarizes students with the basic notions and tools of the analysis of energy markets and strategic behavior in these markets with an emphasis on electric power and gas. The lecture is accompanied by a tutorial.</p>
<p>Preconditions: A good background in microeconomics, industrial organization and game theory</p>"
Network based energy systems,Vorlesung/Übung,,N,,englisch,,,,"16:00","20:00",Montag,wöchentlich,wöchentlich,Tatiana Grandon,Hörsaal 220,"2. OG                    ",Spandauer Straße 1                                ,Institutsgebäude,Technische Abteilung (V),"<p>The lecture familiarizes students with the basic notions and tools of the analysis of energy markets and strategic behavior in these markets with an emphasis on electric power and gas. The lecture is accompanied by a tutorial.</p>
<p>Preconditions: A good background in microeconomics, industrial organization and game theory</p>"
Oral Skills: Debating,Übung,,N,,englisch,2022-04-19,2022-07-19,,"16:00","18:00",Dienstag,wöchentlich,wöchentlich,Eimear Kelly,Sprachlabor 325,"3. OG                    ",Dorotheenstraße 65                                ,Boeckh-Haus,Zentraleinrichtung Sprachenzentrum,"<p>The main focus of this course is on developing debating techniques such as the formulation of convincing arguments under pressure and the analysis of competing ideas. In order to do this, we will examine various political debates held in the UK, Ireland and the USA. A further aspect of the course is the improvement of public speaking skills in general and we shall do this by analysing the rhetorical techniques used in the delivery of inspiring speeches given by Barack Obama, Steve Jobs and Emma Watson amongst others. Students are required to participate in a number of class debates on a variety of contemporary controversial issues.</p>
<p>Please register by 1 April 2022 using&nbsp;<a href=""https://moodle.hu-bhttps/moodle.hu-berlin.de/course/view.php?id=73748erlin.de/course/view.php?id=73748"">this link</a>.</p>
<p>Exchange students only: Please register by 7 April 2022 (4 pm)&nbsp;via email to&nbsp;<em>&nbsp;Eimear.Kelly@staff.hu-berlin.de.</em></p>"
Judiciary and Democratic Erosion (ÜWP),Seminar,,N,,englisch,,,,"16:00","18:00",Dienstag,wöchentlich,wöchentlich,Gülcin Coskun,Seminarraum 003,EG                       ,Universitätsstraße 3b                             ,Institutsgebäude,Technische Abteilung (V),"<p>The millenium is witnessing a global decline of democracy. One of the most important aspect of this democratic erosion is the aggrandizement of the executive and its attacks against horizontal accountability mechanisms including the judiciary. However, at the same time, &nbsp;the elected antidemocratic leaders need courts to secure their legality and their legitimacy. The emphasis in this course would be on the place and the role of the courts in countries facing a democratic erosion. &nbsp;This course will introduce students to theoretical debates on this topic as well as to concepts such as judicial purge, court packing or rhetorical attacks against the judiciary.</p>"
Advanced Data Analytics for Management Support,Übung,,N,,englisch,,,,"12:00","14:00",Freitag,wöchentlich,wöchentlich,Victor Medina Olivares,Seminarraum 22,EG                       ,Spandauer Straße 1                                ,Institutsgebäude,Technische Abteilung (V),"<p>The module Advanced Data Analytics for Management Support (ADAMS) introduces students to the latest developments in the scope of data-driven management support. It covers relevant theories and concepts in machine learning against the background of concrete real-world applications in management science. Special emphasize is given to the analysis of textual data and other forms of complex data such as sequences or images. Corresponding data is typically approached using the framework of deep artificial neural networks. The module recognizes the importance of deep learning and elaborates on corresponding methodologies. Frameworks and practices to use advanced (deep) machine learning technology and deploy corresponding solutions are of critical importance and will be elaborated in tutorial sessions.</p>
<p>The topics covered in the module include but are not limited to:</p>
<ul>
<li>Fundamentals of artificial neural networks</li>
<li>Recurrent and convolutional neural networks for sequential data processing</li>
<li>Fundamentals of natural language processing(NLP)</li>
<li>Text embedding and language models</li>
<li>Sentiment Analysis</li>
<li>Approaches for NLP transfer learning</li>
</ul>
<p>The module is designed as a follow-up to the module Business Analytics and Data Science (BADS). We expect students to have completed that module prior to taking ADAMS. More specifically, it is strongly recommended to join this module with a solid understanding of (supervised) machine learning practices and algorithms. Some experience in Python programming is also expected since we use the Python programming language in tutorials. The grading of the module will be based on a practical assignment, which also involves Python programming.</p>"
Policing and Social Structure (ÜWP),Seminar,,N,,englisch,,,,"14:00","16:00",Dienstag,wöchentlich,wöchentlich,Jeremie Gauthier,Seminarraum 002,EG                       ,Universitätsstraße 3b                             ,Institutsgebäude,Technische Abteilung (V),"<p>The police have become an object of international mobilizations following the murder of George Floyd by a white police officer in Minneapolis in May 2020. This event echoes older concerns in France and Germany about police brutality and racism, as well as the relationship between the police and the urban lower classes. On this topic, the body of literature in the field of the sociology of the police is vast and contributes to question the Weberian definition of the State as ""holder of the monopoly of legitimate violence"" as well the belief on the legitimacy of the authority of criminal institutions.</p>
<p>This seminar aims to highlight a dimension neglected by the current sociology of social control's institutions: How to theoretically investigate the articulation between policing and the social structure? To what extent does the position of individuals in the social structure (class, gender, race etc.) determine their concrete relations with the police as well as their perceptions of the latter? To which extend can empirical quantitative and qualitative research help to analyze the specific relationships with the police according to social groups? By answering these questions, the seminar investigates the proximity and distance, compliance and resistance of individuals toward the police as well as toward the authority of the state.</p>
<p>While exploring research from France, Germany, the United-Kingdom and the United States, the seminar&rsquo;s goal is to produce a state of art of the existing literature on this matter, to highlight the strengths and weaknesses of the existing theoretical frameworks and to suggest directions for further research.</p>"
Culture and Media: Animals in the North American Imagination,Seminar,,J,,englisch,2022-04-20,2022-07-20,,"18:00","20:00",Mittwoch,wöchentlich,wöchentlich,Amina Grunewald,Seminarraum 1.501,"5. OG                    ",Dorotheenstraße 24                                ,Universitätsgebäude am Hegelplatz,Technische Abteilung (V),"<p>The post-human turn and critical reassessment of the Anthropocene (e.g. Singer, 1975, Gruen, 2011, 2015, Haraway, 2016, Cudworth and Hobden, 2018, Braidotti, 2019) have promoted the development of Human Animal Studies, Critical Animal Studies, and the field of Ecocriticism in North American Studies in Germany (Gersdorf 2019, Mauch 2019, Moss, 2020, Tischleder 2019, Zapf 2021 et al.) for the last decade(s). In the Anthropocene / Capitalocene, humanity's impact has put quite a stress on various ecosystems and structural human animal interrelations characterized by contact, cohabitation, conflict, opposition, consumption, and pandemics. For example, human citizens share their lives with companion animals, are entertained by multimedia animal representations, accept &ldquo;absent&rdquo; animals as commodities in a highly industrialized meat market sector, and are repeatedly confronted with forms of animal - human transmitted diseases.</p>
<p>In addition, the strategy of dehumanizing othering is a tactic of human exceptionalism to establish superiority and obtain power over the Other (human or non-human). Thus, Human Animal Studies and Critical Animal Studies intersect with (Post-)Colonial Studies, Settler Colonial Studies, Feminist Studies, and Gender Studies when focusing on issues of Othering through hegemonic perceptions and supremacist constructions by employing cultural categories such as class, gender, race/ethnicity, abledness, and species.</p>
<p>This seminar discusses North American cultural productions thematizing human animal interrelations in a multispecies world. Questions will be tackled as how the selected works produce a status quo,&nbsp; offer alternative modes of multispecies co-existence, or how these narratives propagate or eschew post-humanist /post-anthropocentric thinking. Be prepared for strong imagery during some sessions.</p>
<p>Information regarding course requirements and schedule will be provided for registered students during the first session. All seminar texts will be provided on Moodle. Please register for this seminar via AGNES.</p>
<p>Dr. Amina Grunewald: amina.grunewald@hu-berlin.de</p>"
Culture and Media: Animals in the North American Imagination,Seminar,,J,,englisch,2022-04-20,2022-07-20,,"18:00","20:00",Mittwoch,wöchentlich,wöchentlich,Amina Grunewald,Seminarraum 1.501,"5. OG                    ",Dorotheenstraße 24                                ,Universitätsgebäude am Hegelplatz,Technische Abteilung (V),"<p>The post-human turn and critical reassessment of the Anthropocene (e.g. Singer, 1975, Gruen, 2011, 2015, Haraway, 2016, Cudworth and Hobden, 2018, Braidotti, 2019) have promoted the development of Human Animal Studies, Critical Animal Studies, and the field of Ecocriticism in North American Studies in Germany (Gersdorf 2019, Mauch 2019, Moss, 2020, Tischleder 2019, Zapf 2021 et al.) for the last decade(s). In the Anthropocene / Capitalocene, humanity's impact has put quite a stress on various ecosystems and structural human animal interrelations characterized by contact, cohabitation, conflict, opposition, consumption, and pandemics. For example, human citizens share their lives with companion animals, are entertained by multimedia animal representations, accept &ldquo;absent&rdquo; animals as commodities in a highly industrialized meat market sector, and are repeatedly confronted with forms of animal - human transmitted diseases.</p>
<p>In addition, the strategy of dehumanizing othering is a tactic of human exceptionalism to establish superiority and obtain power over the Other (human or non-human). Thus, Human Animal Studies and Critical Animal Studies intersect with (Post-)Colonial Studies, Settler Colonial Studies, Feminist Studies, and Gender Studies when focusing on issues of Othering through hegemonic perceptions and supremacist constructions by employing cultural categories such as class, gender, race/ethnicity, abledness, and species.</p>
<p>This seminar discusses North American cultural productions thematizing human animal interrelations in a multispecies world. Questions will be tackled as how the selected works produce a status quo,&nbsp; offer alternative modes of multispecies co-existence, or how these narratives propagate or eschew post-humanist /post-anthropocentric thinking. Be prepared for strong imagery during some sessions.</p>
<p>Information regarding course requirements and schedule will be provided for registered students during the first session. All seminar texts will be provided on Moodle. Please register for this seminar via AGNES.</p>
<p>Dr. Amina Grunewald: amina.grunewald@hu-berlin.de</p>"
Shakespeares Tragedies,Seminar,,J,,englisch,2022-04-20,2022-07-20,,"12:00","14:00",Mittwoch,wöchentlich,wöchentlich,Anne Enderwitz,Hörsaal 1072,EG                       ,Unter den Linden 6                                ,Universitäts-Hauptgebäude,Technische Abteilung (V),"<p>The seminar offers an introduction to early modern theatre. We will read some of Shakespeare&rsquo;s tragedies together, but we will also look in detail at the material conditions of playacting around 1600 and at social problems that inform early modern plays: gender relations, questions of government, global trade, the significance of reputation in a culture of credit, etc. Looking at early modern theatre opens up an avenue into the past, but it also offers an introduction to plays that are still strikingly relevant today and staged all over the world.</p>
<p>If you want to prepare for this class, begin by reading Othello. We will decide on the other plays in the beginning of the term.</p>
<p>We will work with the Arden editions of Shakespeare&rsquo;s plays.</p>"
Shakespeares Tragedies,Seminar,,J,,englisch,2022-04-20,2022-07-20,,"12:00","14:00",Mittwoch,wöchentlich,wöchentlich,Anne Enderwitz,Hörsaal 1072,EG                       ,Unter den Linden 6                                ,Universitäts-Hauptgebäude,Technische Abteilung (V),"<p>The seminar offers an introduction to early modern theatre. We will read some of Shakespeare&rsquo;s tragedies together, but we will also look in detail at the material conditions of playacting around 1600 and at social problems that inform early modern plays: gender relations, questions of government, global trade, the significance of reputation in a culture of credit, etc. Looking at early modern theatre opens up an avenue into the past, but it also offers an introduction to plays that are still strikingly relevant today and staged all over the world.</p>
<p>If you want to prepare for this class, begin by reading Othello. We will decide on the other plays in the beginning of the term.</p>
<p>We will work with the Arden editions of Shakespeare&rsquo;s plays.</p>"
The Sonnet in English Literature (Part I and Part II),Seminar,https://moodle.hu-berlin.de/enrol/index.php?id=110850,N,,englisch,2022-04-25,2022-07-18,,"12:00","14:00",Montag,wöchentlich,wöchentlich,Stephan Lieske,Seminarraum 1.601,"6. OG                    ",Dorotheenstraße 24                                ,Universitätsgebäude am Hegelplatz,Technische Abteilung (V),"<p>The sonnet has remained one of the most productive poetic forms since the early modern period - in spite of or perhaps because of the manifold modifications of its original ideational and formal structure. The seminar explores the origin of this poetic form in the context of early modern culture and traces the history of sonneteering since then.</p>
<p>Moodle: PW: sonnets</p>"
The Sonnet in English Literature (Part I and Part II),Seminar,https://moodle.hu-berlin.de/enrol/index.php?id=110850,N,,englisch,2022-04-25,2022-07-18,,"10:00","12:00",Montag,wöchentlich,wöchentlich,Stephan Lieske,Seminarraum 1.601,"6. OG                    ",Dorotheenstraße 24                                ,Universitätsgebäude am Hegelplatz,Technische Abteilung (V),"<p>The sonnet has remained one of the most productive poetic forms since the early modern period - in spite of or perhaps because of the manifold modifications of its original ideational and formal structure. The seminar explores the origin of this poetic form in the context of early modern culture and traces the history of sonneteering since then.</p>
<p>Moodle: PW: sonnets</p>"
The Sonnet in English Literature (Part I),Seminar,https://moodle.hu-berlin.de/enrol/index.php?id=110850,N,,englisch,2022-04-25,2022-07-18,,"10:00","12:00",Montag,wöchentlich,wöchentlich,Stephan Lieske,Seminarraum 1.601,"6. OG                    ",Dorotheenstraße 24                                ,Universitätsgebäude am Hegelplatz,Technische Abteilung (V),"<p>The sonnet has remained one of the most productive poetic forms since the early modern period - in spite of or perhaps because of the manifold modifications of its original ideational and formal structure. The seminar explores the origin of this poetic form in the context of early modern culture and traces the history of sonneteering since then.</p>
<p>Moodle: PW: sonnets</p>"
The Sonnet in English Literature (Part I),Seminar,https://moodle.hu-berlin.de/enrol/index.php?id=110850,N,,englisch,2022-04-25,2022-07-18,,"10:00","12:00",Montag,wöchentlich,wöchentlich,Stephan Lieske,Seminarraum 1.601,"6. OG                    ",Dorotheenstraße 24                                ,Universitätsgebäude am Hegelplatz,Technische Abteilung (V),"<p>The sonnet has remained one of the most productive poetic forms since the early modern period - in spite of or perhaps because of the manifold modifications of its original ideational and formal structure. The seminar explores the origin of this poetic form in the context of early modern culture and traces the history of sonneteering since then.</p>
<p>Moodle: PW: sonnets</p>"
"The Interwar Years: Democracy, Politics and Gender",Seminar,,J,,englisch,2022-04-25,2022-07-18,,"14:00","16:00",Montag,wöchentlich,wöchentlich,Eveline Kilian,Hörsaal 1072,EG                       ,Unter den Linden 6                                ,Universitäts-Hauptgebäude,Technische Abteilung (V),"<p>The years between the two World Wars are a politically fraught era spanning the whole spectrum from fascism to communism. These decades provide an ideal testing ground for an investigation of the manifold interdependencies between democracy, politics and social inequalities. Our focus will be on gender politics and gender norms as well as their intersections with e.g. class, sexuality or ethnicity. For our discussion of issues such as marriage, homosexuality, citizenship and political participation, work or visions of the future, we will rely on both non-fictional material (life writing, journalism, essays) and fictional texts (novels) that will further allow us to reflect on the relationship between politics and aesthetics.</p>
<p>Structure of the module: While the seminar sessions will be conducted on a weekly basis to discuss our reading, the Lekt&uuml;rekurs is more project-oriented and will be linked to an international and interdisciplinary autumn school on the Social and Cultural Dimensions of Democracy to take place later in 2022 (probably in the second half of September). The autumn school will be held as part of the European University Alliance Circle U. that links the HU Berlin with eight other European universities. It will not only give participants the opportunity to present and discuss their literature-based projects but also to team up with peers from across Europe, to expand their knowledge beyond the cultural and literary framework of Britain and to learn from adjacent disciplines like history or political science.</p>
<p>Please read the texts listed below as soon as possible. Further material will be made available at the beginning of the semester.</p>
<p>&nbsp;</p>
<p>N.B.: Please check the Agnes website for updates once we get closer to the beginning of the semester.</p>"
"The Interwar Years: Democracy, Politics and Gender",Seminar,,J,,englisch,2022-04-25,2022-07-18,,"16:00","18:00",Montag,"14tgl.","14tgl.",Eveline Kilian,Hörsaal 1072,EG                       ,Unter den Linden 6                                ,Universitäts-Hauptgebäude,Technische Abteilung (V),"<p>The years between the two World Wars are a politically fraught era spanning the whole spectrum from fascism to communism. These decades provide an ideal testing ground for an investigation of the manifold interdependencies between democracy, politics and social inequalities. Our focus will be on gender politics and gender norms as well as their intersections with e.g. class, sexuality or ethnicity. For our discussion of issues such as marriage, homosexuality, citizenship and political participation, work or visions of the future, we will rely on both non-fictional material (life writing, journalism, essays) and fictional texts (novels) that will further allow us to reflect on the relationship between politics and aesthetics.</p>
<p>Structure of the module: While the seminar sessions will be conducted on a weekly basis to discuss our reading, the Lekt&uuml;rekurs is more project-oriented and will be linked to an international and interdisciplinary autumn school on the Social and Cultural Dimensions of Democracy to take place later in 2022 (probably in the second half of September). The autumn school will be held as part of the European University Alliance Circle U. that links the HU Berlin with eight other European universities. It will not only give participants the opportunity to present and discuss their literature-based projects but also to team up with peers from across Europe, to expand their knowledge beyond the cultural and literary framework of Britain and to learn from adjacent disciplines like history or political science.</p>
<p>Please read the texts listed below as soon as possible. Further material will be made available at the beginning of the semester.</p>
<p>&nbsp;</p>
<p>N.B.: Please check the Agnes website for updates once we get closer to the beginning of the semester.</p>"
Russisch: Diskussions- und Schreibkurs (für Nichtmuttersprachler*innen),Übung,,J,,deutsch,2022-04-20,2022-07-23,,"14:00","16:00",Mittwoch,wöchentlich,wöchentlich,Olga Caspers,Seminarraum 1.604,"6. OG                    ",Dorotheenstraße 24                                ,Universitätsgebäude am Hegelplatz,Technische Abteilung (V),"<p>Themengebundene Diskussion aktueller Fragen des politischen und gesellschaftlichen Lebens in Russland auf der Grundlage von Originaltexten. Entwicklung von Fertigkeiten im Schreiben von Res&uuml;mee und Er&ouml;rterung, Darstellung und Wertung komplexer Sachverhalte. Arbeit an kompositorisch und stilistisch relevanten Wendungen, themengebundener Lexik sowie an Problemen der Orthographie, Grammatik und Pragmatik.</p>"
Mikroökonomie II,Übung,,N,,deutsch,2022-04-25,,,"14:00","16:00",Montag,wöchentlich,wöchentlich,Maren Hahnen,Hörsaal 220,"2. OG                    ",Spandauer Straße 1                                ,Institutsgebäude,Technische Abteilung (V),"<p>Theorie des Monopols, Preisdiskriminierung, Oligopolistischer Wettbewerb, Auktionen, externe Effekte und &ouml;ffentliche G&uuml;ter, asymmetrische Information: Adverse Selektion und Prinzipal-Agenten Probleme</p>
<p>H&ouml;rerkreis: 2. Fachsemester</p>"
Mathematical Statistics/Statistics and Econometrics,Seminar,https://moodle.hu-berlin.de/course/view.php?id=90845#section-2,N,,englisch,,,,"12:00","14:00",Dienstag,wöchentlich,wöchentlich,Nadja Klein,Seminarraum 21A,EG                       ,Spandauer Straße 1                                ,Institutsgebäude,Technische Abteilung (V),"<p>There is no max. number of participants.</p>
<div class=""input_styled ChangeReadOnlyInput"">
<p>The registration takes places in agreement with the responsible lecturer.</p>
</div>"
Mathematical Statistics/Statistics and Econometrics,Seminar,https://moodle.hu-berlin.de/course/view.php?id=90845#section-2,N,,englisch,,,,"12:00","14:00",Dienstag,wöchentlich,wöchentlich,Sonja Greven,Seminarraum 21A,EG                       ,Spandauer Straße 1                                ,Institutsgebäude,Technische Abteilung (V),"<p>There is no max. number of participants.</p>
<div class=""input_styled ChangeReadOnlyInput"">
<p>The registration takes places in agreement with the responsible lecturer.</p>
</div>"
Middle English,Seminar,,N,,englisch,2022-04-19,2022-07-19,,"10:00","12:00",Dienstag,wöchentlich,wöchentlich,Markus Egg,Hörsaal 3075,"2. OG                    ",Unter den Linden 6                                ,Universitäts-Hauptgebäude,Technische Abteilung (V),"<p>This class intends to familiarise students with Middle English texts. These texts were written between the Norman Conquest and the Renaissance. We will start with a general introduction into the relevant historical, cultural, and social contexts before tackling the key characteristics of the English of post-conquest Britain. We will review Middle English on different linguistic levels, with the goal to equip students with the necessary skills to read the texts in the original. The set texts are excerpts of canonical texts from different stages of Middle English and various genres.</p>"
