"ueid","insertmark","aikz","eid","txt","hinweis","drucken","belegpflicht","quellid","zeitstempel","headerentry","externid"
217244,,A,,Modul 10: Perspektiven der Erziehungswissenschaften,,J,,188858,2021-07-29 12:38:46.761,,
217245,,A,,M1-1 Fächerübergreifende Einführung in die Geschlechterstudien (SP: 3 LV) / siehe Anerkennung*,,J,,187528,2021-07-29 12:38:46.796,,
217246,,A,,CWTC_2014 - Computational Chemistry,,J,,188859,2021-07-29 12:38:46.861,,
217247,,A,,Angebote aus dem Bachelorstudiengang Bildung an Grundschulen,,J,,188852,2021-07-29 12:38:46.896,,
217248,,A,,Modul Grundlagen und Öffentliches Recht oder Strafrecht,,J,,188853,2021-07-29 12:38:46.957,,
217249,,A,,Modul 2: Methodologie und Literaturtheorie (Zusatzangebot),,J,,188854,2021-07-29 12:38:47.000,,
217250,,A,,Archäologie der Römischen Provinzen (ARCH 8),,J,,187523,2021-07-29 12:38:47.360,,
217251,,A,,CP1_2014 - Physikalische und Theoretische Chemie für Fortgeschrittene,,J,,188855,2021-07-29 12:38:47.720,,
217253,,A,,Modul 7a: Lateinische Literatur III (Prosa),,J,,187520,2021-07-29 12:38:47.143,,
217254,,A,,CO1_2014 - Organische Chemie für Fortgeschrittene,,J,,188851,2021-07-29 12:38:47.179,,
217256,,A,,Finnisch (Fakultative Zusatzveranstaltungen),,J,,187537,2021-07-29 12:38:47.250,,
217257,,A,,Pflichtbereich,,J,,187538,2021-07-29 12:38:47.286,,
217258,,A,,AKNOA MA12: Modul überfachliche Wahl,,J,,187532,2021-07-29 12:38:47.322,,
217259,,A,,Modul 9 (Abschlussmodul),,J,,188863,2021-07-29 12:38:47.356,,
217260,,A,,Literaturwissenschaft (Neuere skandinavische Literaturen),,J,,188864,2021-07-29 12:38:47.392,,
217261,,A,,Modul 6 (MF)/4 (KF/ZF): Disziplinierung des Wissens,,J,,187533,2021-07-29 12:38:47.427,,
217262,,A,,Modul 04: Französische Sprache und europäische Sprachen,,J,,188865,2021-07-29 12:38:47.463,,
217263,,A,,Modul: Geschichte der Philosophie,,J,,187534,2021-07-29 12:38:47.505,,
217264,,A,,Zentralinstitut Großbritannien-Zentrum (GBZ),,J,,188866,2021-07-29 12:38:47.540,,
217265,,A,,Modul ZF (Vertiefung für Zweitfachstudierende),,J,,188860,2021-07-29 12:38:47.575,,
217266,,A,,Modul 8 (Forschendes Lernen),,J,,188861,2021-07-29 12:38:47.610,,
217267,,A,,Grundstudium,,J,,188862,2021-07-29 12:38:47.645,,
217268,,A,,AKNOA BA13: Modul überfachliche Wahl,,J,,187531,2021-07-29 12:38:47.679,,
217269,,A,,Modul 3: Lehr- und Lernforschungsprojekt im Praxissemester,,J,,187507,2021-07-29 12:38:47.715,,
217270,,A,,Modul 3 (Forschungsfelder),,J,,188839,2021-07-29 12:38:47.761,,
217271,,A,,V1e Religion und Medien,,J,,187508,2021-07-29 12:38:47.798,,
217272,,A,,Lehrangebote organisiert von Student_innen für Student_innen,,J,,187509,2021-07-29 12:38:47.833,,
217273,,A,,"Modul 9e: Schwerpunkt Politische Philosophie, Sozialphilosophie und Anthropologie",,J,,187503,2021-07-29 12:38:47.869,,
217275,,A,,Volkswirtschaftslehre,,J,,188836,2021-07-29 12:38:47.946,,
217276,,A,,Modul 1: Lernförderung und Lernmotivation,,J,,187506,2021-07-29 12:38:47.981,,
217277,,A,,Pflichtbereich,,J,,188830,2021-07-29 12:38:48.170,,
217278,,A,,Modul 4 (Forschung I),,J,,188831,2021-07-29 12:38:48.520,,
217279,,A,,"6. Semester",,J,,187500,2021-07-29 12:38:48.880,,
217280,,A,,M5 - Struktur der Materie: Kern- und Elementarteilchenphysik,,J,,187501,2021-07-29 12:38:48.123,,
217281,,A,,Modul VI: Bildwissenschaft/ Methoden/ Wissenschaftsgeschichte,,J,,188832,2021-07-29 12:38:48.177,,
217282,,A,,"Vertiefung 3: Gender, Familie und Arbeit",,J,,187502,2021-07-29 12:38:48.212,,
217283,,A,,Vertiefung 6: Soziologische und politikwissenschaftliche Theorien,,J,,192094,2021-07-29 12:38:48.248,,
217284,,A,,BA GS SOPÄDGH 3.2 Deutsche Gebärdensprache I (SK) (2709),,J,,192096,2021-07-29 12:38:48.283,,
217285,,A,,Museum für Naturkunde,,J,,188849,2021-07-29 12:38:48.331,,
217286,,A,,Modul X: Vertiefungsstudium: Medienkompetenz unter hochtechnischen Bedingungen,,J,,187518,2021-07-29 12:38:48.381,,
217287,,A,,Modul 13: Grundlagen der Didaktik des Griechischunterrichts und seiner Geschichte,,J,,187519,2021-07-29 12:38:48.416,,
217288,,A,,BA GS SOPÄDGH 1.4 Grundlagen von Entwicklung und Lernen in der Kindheit und ihre Diagnostik (VL) (2689),,J,,187514,2021-07-29 12:38:48.453,,
217289,,A,,FB - Forschungsbeleg,,J,,188846,2021-07-29 12:38:48.488,,
217290,,A,,Förderschwerpunkt Lernen,,J,,188847,2021-07-29 12:38:48.524,,
217291,,A,,Modul X: Vertiefungsstudium: Medienkompetenz unter hochtechnischen Bedingungen,,J,,187516,2021-07-29 12:38:48.559,,
217292,,A,,Isländisch,,J,,187517,2021-07-29 12:38:48.594,,
217293,,A,,Module 6 Free choice,,J,,188841,2021-07-29 12:38:48.630,,
217294,,A,,"Modul 4 (Medialität, Kulturtransfer, Pop(ular)kultur)",,J,,187510,2021-07-29 12:38:48.664,,
217295,,A,,Modul Zivilrecht Ib,,J,,187511,2021-07-29 12:38:48.698,,
217238,,A,,"UNIcert® Basis (A1, A2)",,J,,188890,2022-03-14 21:22:18.345,,
217297,,A,,Modul 1 (Forschen und Schreiben),,J,,188844,2021-07-29 12:38:48.806,,
217298,,A,,M1-1 Fächerübergreifende Einführung in die Geschlechterstudien (SP: 3 LV) / siehe Anerkennung*,,J,,187513,2021-07-29 12:38:48.842,,
217309,,A,,Förderschwerpunkt Geistige Entwicklung,,J,,187587,2021-07-29 12:38:49.261,,
217310,,A,,Examinatorium,,J,,187588,2021-07-29 12:38:49.297,,
217311,,A,,Modul Theorie und Methoden,,J,,187589,2021-07-29 12:38:49.351,,
217805,,A,,Wahlpflicht,,J,,208631,2021-07-29 14:00:59.544,,
217313,,A,,BA GS SOPÄD Förderschwerpunkt Sprache,,J,,187584,2021-07-29 12:38:49.425,,
217314,,A,,P24.1.d - Einführung in die Gitterfeldtheorie,,J,,187585,2021-07-29 12:38:49.461,,
217315,,A,,P24.4.e - Physik ultraschneller Prozesse (Kurzzeitspektroskopie),,J,,187586,2021-07-29 12:38:49.498,,
217316,,A,,BA GS SP Modul 3: Gelingender Sportunterricht in der Grundschule (2799),,J,,187590,2021-07-29 12:38:49.533,,
217317,,A,,Modul B: Musiksoziologie und Musiktechnologie,,J,,187591,2021-07-29 12:38:49.560,,
217318,,A,,BA GS SOPÄD Förderschwerpunkt Geistige Entwicklung,,J,,187592,2021-07-29 12:38:49.586,,
217319,,A,,"I,2: Quellenstudien",,J,,187593,2021-07-29 12:38:49.613,,
217320,,A,,Modul B: Theorie und Analyse der Musik,,J,,187598,2021-07-29 12:38:49.642,,
217321,,A,,Modul 5: Methodische Vertiefung,,J,,187599,2021-07-29 12:38:49.672,,
217322,,A,,CK32 - Spezielle Themen fachdidaktischer Forschung I,,J,,187594,2021-07-29 12:38:49.721,,
217323,,A,,Förderschwerpunkt Lernen,,J,,187595,2021-07-29 12:38:49.771,,
217324,,A,,Kolloquia / Studium Generale,,J,,187596,2021-07-29 12:38:49.804,,
220809,,A,,"6.2 Saluto- und Pathogenese der Arbeit; Betriebsabläufe und die betriebliche Stellung behinderter und chronisch kranker Menschen: betriebliche Gesundheitsförderung, Prävention, Eingliederungsmanagement; Unterstützte Beschäftigung und Arbeitsassistenz",,J,,205853,2021-07-29 14:02:44.798,,
220810,,A,,Audiopädagogik,,J,,205852,2021-07-29 14:02:44.831,,
220811,,A,,"8.1 Didaktische Grundlagen / Fachwissenschaftlicher Teil",,J,,205851,2021-07-29 14:02:44.865,,
220812,,A,,Allgemeine Rehabilitationspädagogik,,J,,205850,2021-07-29 14:02:44.898,,
220813,,A,,Pädagogik bei Beeinträchtigungen des Lernens,,J,,205859,2021-07-29 14:02:44.930,,
220814,,A,,Herrschaft und Politik,,J,,205858,2021-07-29 14:02:44.965,,
220816,,A,,Blindenpädagogik,,J,,205856,2021-07-29 14:02:45.700,,
220817,,A,,"4.1 Angeleitete Erprobung qualitativer oder quantitativer Forschungsmethoden",,J,,205855,2021-07-29 14:02:45.105,,
220818,,A,,BA SP M 10/10a Förderschwerpunkt Sprache (Nicht für Berufsschule!) (2429),,J,,205854,2021-07-29 14:02:45.140,,
220819,,A,,Fachlicher Wahlpflichtbereich,,J,,205864,2021-07-29 14:02:45.175,,
220821,,A,,BA DS 06 B20.1 Einführung in die Translationswissenschaften (SE),,J,,205862,2021-07-29 14:02:45.241,,
220825,,A,,FM 4: Economics of Agricultural and Rural Development (SoSe),,J,,205868,2021-07-29 14:02:45.370,,
220826,,A,,Gehörlosenpädagogik,,J,,205867,2021-07-29 14:02:45.403,,
220828,,A,,Grundlagen von Therapie und Didaktik (VL),,J,,205866,2021-07-29 14:02:45.463,,
220829,,A,,Modul 2 - Kommunikation und Sprache,,J,,205865,2021-07-29 14:02:45.510,,
220830,,A,,M 1: Grundlagenmodul,,J,,205875,2021-07-29 14:02:45.545,,
220831,,A,,FM 16 (M): Information and Communication Technology in Horticultural Science (WiSe),,J,,205874,2021-07-29 14:02:45.580,,
220832,,A,,"7.2 Förder-, Leistungs- und Eignungsdiagnostik",,J,,205873,2021-07-29 14:02:45.616,,
220833,,A,,Modul F3.1/2: Einführung in die Kultur- und Sozialgeographie (Humangeographie 1) (5 oder 10 LP),,J,,205872,2021-07-29 14:02:45.651,,
220834,,A,,FM 13 (L): Development of New Floricultural Products (WiSe),,J,,205871,2021-07-29 14:02:45.686,,
220835,,A,,Schwerhörigenpädagogik,,J,,205870,2021-07-29 14:02:45.720,,
217325,,A,,Sprachbehindertenpädagogik,,J,,206730,2021-07-29 14:00:39.479,,
217326,,A,,Geistigbehindertenpädagogik,,J,,206731,2021-07-29 14:00:39.506,,
217327,,A,,Bachelorstudiengang Englisch (Programmstudierende),,J,,206732,2021-07-29 14:00:39.531,,
217329,,A,,"11.1 Rehabilitations-, Interventions- und Förderplanung (SE)",,J,,206723,2021-07-29 14:00:39.595,,
217330,,A,,I. Selected Linguistic Processes,,J,,206724,2021-07-29 14:00:39.632,,
217331,,A,,Option B: Literary History and Paradigms,,J,,206725,2021-07-29 14:00:39.663,,
217332,,A,,"2.1 Disability &#8211; Gender &#8211; Diversity &#8211; Theoretische Grundlagen einer gender- und kultursensiblen Rehabilitationspädagogik",,J,,206726,2021-07-29 14:00:39.695,,
217334,,A,,"13.1 Colloquium zur B.A.- Abschlussarbeit und fachwissenschaftliche Vertiefung",,J,,206728,2021-07-29 14:00:39.769,,
217335,,A,,"Modul: &#8222;Diktaturgeschichte, Konflikte und Gewalt / History of Dictatorships, Violence and Conflicts&#8220;",,J,,206729,2021-07-29 14:00:39.822,,
217336,,A,,PM 5: Einführung in die Volkswirtschaftslehre (WiSe),,J,,206740,2021-07-29 14:00:39.858,,
217337,,A,,Gehörlosenpädagogik,,J,,206741,2021-07-29 14:00:39.895,,
217339,,A,,Schwerhörigenpädagogik,,J,,206743,2021-07-29 14:00:39.988,,
217340,,A,,Modul A18: Gehörlosenspezifische Dienstleistungen I,,J,,206744,2021-07-29 14:00:40.270,,
217341,,A,,"Reguläre Module, auch für Programmstudierende",,J,,206734,2021-07-29 14:00:40.650,,
217343,,A,,Bachelorstudiengang Amerikanistik (Programmstudierende),,J,,206736,2021-07-29 14:00:40.142,,
217344,,A,,Modul A19: Gehörlosenspezifische Dienstleistungen II,,J,,206737,2021-07-29 14:00:40.200,,
217345,,A,,FWM E 18: Futterpflanzenkunde (WiSe),,J,,206738,2021-07-29 14:00:40.239,,
217346,,A,,Lernbehindertenpädagogik,,J,,206739,2021-07-29 14:00:40.277,,
217347,,A,,PM 15: Acker- und Pflanzenbau (WiSe),,J,,206750,2021-07-29 14:00:40.316,,
217348,,A,,FM 29: Futures of Agriculture and Food (WiSe & SoSe),,J,,206751,2021-07-29 14:00:40.354,,
217349,,A,,Sehbehindertenpädagogik,,J,,206752,2021-07-29 14:00:40.393,,
217350,,A,,BA DS 06 Modul Z1 - Grundlagen der deutschen Gebärdensprache,,J,,206753,2021-07-29 14:00:40.432,,
217351,,A,,Grundkurs Sprache/Kommunikation (Modul 4),,J,,206754,2021-07-29 14:00:40.471,,
217353,,A,,BA SP 14.1 Fachrichtungsübergreifende Erweiterung,,J,,206745,2021-07-29 14:00:40.548,,
217354,,A,,Modul 4: Inklusive Schulentwicklung und Unterrichtsforschung,,J,,206746,2021-07-29 14:00:40.586,,
217355,,A,,Modul 5: Einführung in die Wirtschaftsgeographie,,J,,206747,2021-07-29 14:00:40.624,,
217356,,A,,"2. Semester",,J,,206748,2021-07-29 14:00:40.662,,
217357,,A,,Albrecht Daniel Thaer-Instiut für Agrar- und Gartenbauwissenschaften,,J,,206749,2021-07-29 14:00:40.701,,
217358,,A,,FWM S 4.a: Verfahrenstechnische Übungen (Tierhaltung),,J,,206760,2021-07-29 14:00:40.745,,
217359,,A,,Geistigbehindertenpädagogik,,J,,206761,2021-07-29 14:00:40.783,,
217360,,A,,Modul 3 - Aufbau der Deutschen Gebärdensprache (DGS II),,J,,206762,2021-07-29 14:00:40.822,,
217361,,A,,FM 28: Applied Data Analysis (WiSe & SoSe),,J,,206763,2021-07-29 14:00:40.861,,
217362,,A,,BA RP 10.1 Statistik I (VL) (2109),,J,,206764,2021-07-29 14:00:40.898,,
217363,,A,,Schriftspracherwerb unter erschwerten Bedingungen (SE),,J,,206765,2021-07-29 14:00:40.934,,
217364,,A,,FWM P 14: Gehölzphysiologie und Angewandte Dendrologie (SoSe),,J,,206766,2021-07-29 14:00:40.971,,
217366,,A,,Rehabilitationstechnik & Neue Medien,,J,,206757,2021-07-29 14:00:41.470,,
217367,,A,,"Modul 2: Authors, Periods, Genres (Basics)",,J,,206758,2021-07-29 14:00:41.860,,
217368,,A,,ÜWP Basis 1 Integriertes Theorie-Praxis-Modul,,J,,206759,2021-07-29 14:00:41.124,,
217369,,A,,AM: Abschlussmodul Masterarbeit,,J,,206770,2021-07-29 14:00:41.163,,
217370,,A,,Sprachbehindertenpädagogik,,J,,206771,2021-07-29 14:00:41.201,,
217372,,A,,FM 9: Environmental Management and Information Systems (WiSe),,J,,206773,2021-07-29 14:00:41.278,,
217374,,A,,Modul 4: Ecosystem Dynamics and Global Change,,J,,206775,2021-07-29 14:00:41.356,,
217375,,A,,"4.1 Einführung: Theorien und Konzeptionen (VL)",,J,,206776,2021-07-29 14:00:41.396,,
217377,,A,,FWM P 25: Mechanisch-physikalische und thermo-chemische Konversionsverfahren (SoSe),,J,,206767,2021-07-29 14:00:41.475,,
217378,,A,,Wahlpflicht,,J,,206768,2021-07-29 14:00:41.514,,
217379,,A,,FWM P 11: Landwirtschaft und Gartenbau in Ballungszentren (WiSe),,J,,206769,2021-07-29 14:00:41.553,,
217380,,A,,Verhaltensgestörtenpädagogik,,J,,206780,2021-07-29 14:00:41.591,,
217381,,A,,FWM P 12: Gärtnerische Nutzpflanzen (SoSe),,J,,206781,2021-07-29 14:00:41.630,,
217382,,A,,Pädagogische Förderdiagnostik,,J,,206782,2021-07-29 14:00:41.670,,
217383,,A,,"7.3 versch. Themen: Berufsbiografien etc. (SE, WP)",,J,,206783,2021-07-29 14:00:41.710,,
217384,,A,,FWM E 16: Datenanalyse mit dem StatistikPaket R (SoSe),,J,,206784,2021-07-29 14:00:41.748,,
217385,,A,,FM 10: Environmental Sociology and Environmental Policy (WiSe),,J,,206785,2021-07-29 14:00:41.787,,
217386,,A,,Rehabilitationstechnische Grundlagen bezogen auf die Fachrichtungen,,J,,206786,2021-07-29 14:00:41.826,,
217387,,A,,Sonstiges Angebot,,J,,206787,2021-07-29 14:00:41.866,,
217388,,A,,Geistigbehindertenpädagogik,,J,,206788,2021-07-29 14:00:41.905,,
217389,,A,,Lernbehindertenpädagogik,,J,,206778,2021-07-29 14:00:41.944,,
217390,,A,,Institut für Biologie,,J,,206779,2021-07-29 14:00:41.982,,
217391,,A,,Geistigbehindertenpädagogik,,J,,206790,2021-07-29 14:00:42.520,,
217392,,A,,M.Ed. Agrarwirtschaft,,J,,206791,2021-07-29 14:00:42.900,,
217393,,A,,Nachbereitung,,J,,206792,2021-07-29 14:00:42.128,,
217394,,A,,Sehbehindertenpädagogik,,J,,206793,2021-07-29 14:00:42.168,,
217395,,A,,Lernbehindertenpädagogik,,J,,206794,2021-07-29 14:00:42.206,,
217396,,A,,Sehbehindertenpädagogik,,J,,206795,2021-07-29 14:00:42.288,,
217397,,A,,Gehörlosenpädagogik,,J,,206796,2021-07-29 14:00:42.342,,
217398,,A,,Fachlicher Wahlpflichtbereich,,J,,206797,2021-07-29 14:00:42.389,,
217399,,A,,Modul 3: Global Land Use Dynamics,,J,,206798,2021-07-29 14:00:42.434,,
217400,,A,,Modul 8 - Bachelorabschluss,,J,,206799,2021-07-29 14:00:42.478,,
217401,,A,,"4. Semester",,J,,206789,2021-07-29 14:00:42.520,,
217402,,A,,Modul P 8: Einführung in das unilaterale Simultandolmetschen und Erkundung der Dolmetschpraxis,,J,,208500,2021-07-29 14:00:42.561,,
217403,,A,,Master of Education (PO 2018),,J,,208501,2021-07-29 14:00:42.601,,
217404,,A,,Schwerhörigenpädagogik,,J,,208502,2021-07-29 14:00:42.641,,
217406,,A,,MA GSD Einführung in das Konsekutivdolmetschen mit und ohne Notizen (2239),,J,,208504,2021-07-29 14:00:42.718,,
217407,,A,,"MA RP 20 1.2 Perspektiven der Disability, Diversity und Gender Studies (SE) (4619)",,J,,208510,2021-07-29 14:00:42.758,,
217408,,A,,Sehbehindertenpädagogik,,J,,208511,2021-07-29 14:00:42.797,,
217409,,A,,Schwerhörigenpädagogik,,J,,208512,2021-07-29 14:00:42.836,,
217410,,A,,"11.7.2 Kommunikationsformen und -systeme für Menschen mit Hör-/Sehbeeinträchtigungen (SE)",,J,,208513,2021-07-29 14:00:42.875,,
217411,,A,,"6b.1 Grundlagen der Teilhabe erwachsener und alter Menschen mit lebensverkürzender Erkrankung und komplexer Behinderung (SE)",,J,,208514,2021-07-29 14:00:42.913,,
217412,,A,,"7b.1 Institutionelle und organisationale Rahmung (SE)",,J,,208515,2021-07-29 14:00:42.951,,
217413,,A,,Fachlicher Wahlfplicht-Schwerpunktbereich,,J,,208505,2021-07-29 14:00:42.990,,
217414,,A,,Sehbehindertenpädagogik,,J,,208506,2021-07-29 14:00:43.280,,
217415,,A,,Blindenpädagogik,,J,,208507,2021-07-29 14:00:43.680,,
217416,,A,,Berufsfelderschließendes Praktikum,,J,,208508,2021-07-29 14:00:43.111,,
217417,,A,,MA RP 20 1.3 Bildung und Partizipation in verschiedenen Lebenslagen und Lebensphasen (SE) (4619),,J,,208509,2021-07-29 14:00:43.170,,
217418,,A,,"7a.1 Psychiatrische, psychoanalytische, institutionelle und gesellschaftliche Perspektiven auf individuelle und soziale Entwicklungsverläufe (SE)",,J,,208520,2021-07-29 14:00:43.219,,
217419,,A,,"6b.2 Spezifische Aspekte der Teilhabe erwachsener und alter Menschen mit lebensverkürzender Erkrankung (SE)",,J,,208521,2021-07-29 14:00:43.262,,
217420,,A,,Modul 5: Basismodul Deutsche Gebärdensprache (DGS),,J,,208522,2021-07-29 14:00:43.303,,
217421,,A,,CM 2: Environmental and Resource Economics (SoSe),,J,,208523,2021-07-29 14:00:43.343,,
217422,,A,,MA GSD Praktikumsvorbereitung und -begleitung,,J,,208524,2021-07-29 14:00:43.382,,
217424,,A,,FW2: Fachwissenschaftliche Kompetenzen,,J,,208526,2021-07-29 14:00:43.466,,
217425,,A,,"7b.2 Professionalisierung für die Arbeit mit psychosozial beeinträchtigten Menschen (SE)",,J,,208516,2021-07-29 14:00:43.507,,
217426,,A,,"7a.2 Spezifische pädagogische Aspekte bei erheblich psychosozial beeinträchtigten Kindern, Jugendlichen und Erwachsenen (SE)",,J,,208517,2021-07-29 14:00:43.547,,
217427,,A,,"7a.3 Pädagogisches und therapeutisches Handeln, Diagnostik, Kooperation, Intervention (SE)",,J,,208518,2021-07-29 14:00:43.584,,
217428,,A,,"6b.3 Spezifische Aspekte der Teilhabe erwachsener und alter Menschen mit komplexer Behinderung (SE)",,J,,208519,2021-07-29 14:00:43.624,,
217429,,A,,Modul 7: Advanced Language Studies,,J,,208530,2021-07-29 14:00:43.665,,
217430,,A,,Modul 8: Vertiefungsmodul,,J,,208531,2021-07-29 14:00:43.725,,
217431,,A,,Gehörlosenpädagogik,,J,,207200,2021-07-29 14:00:43.765,,
217432,,A,,"V3 Bewegung, Sport und Gesundheit",,J,,207201,2021-07-29 14:00:43.805,,
217433,,A,,BA SP M 14 Förderschwerpunkt Sprache,,J,,208532,2021-07-29 14:00:43.845,,
217434,,A,,BA SP M 10/10a Förderschwerpunkt Emotionale und soziale Entwicklung (2429),,J,,207202,2021-07-29 14:00:43.885,,
217435,,A,,Körperbehindertenpädagogik,,J,,208533,2021-07-29 14:00:43.924,,
217436,,A,,BZQ,,J,,207203,2021-07-29 14:00:43.964,,
217437,,A,,Geistigbehindertenpädagogik,,J,,208534,2021-07-29 14:00:44.500,,
217438,,A,,Experimentelle und standardisierte Forschungsmethoden,,J,,207204,2021-07-29 14:00:44.510,,
217439,,A,,FM 22: The Role of Gender for Sustainable Resource Management (WiSe),,J,,208535,2021-07-29 14:00:44.850,,
217440,,A,,Fachlicher Wahlpflichtbereich B.Sc. (40 LP),,J,,208536,2021-07-29 14:00:44.143,,
217441,,A,,CM 4: Econometrics (WiSe),,J,,207205,2021-07-29 14:00:44.188,,
217442,,A,,FM 9 (J): Food Chain Management (SoSe),,J,,207206,2021-07-29 14:00:44.225,,
217443,,A,,Geistigbehindertenpädagogik,,J,,208537,2021-07-29 14:00:44.262,,
217444,,A,,Sehbehindertenpädagogik,,J,,208527,2021-07-29 14:00:44.300,,
217445,,A,,Sprachbehindertenpädagogik,,J,,208528,2021-07-29 14:00:44.339,,
217446,,A,,FM 16: Cooperation and Cooperative Organizations (SoSe),,J,,208529,2021-07-29 14:00:44.378,,
217447,,A,,BA DS 18 5.1 Soziologische Aspekte der Gehörlosengemeinschaften (SE),,J,,208540,2021-07-29 14:00:44.416,,
217448,,A,,Studium Oecologicum,,J,,208541,2021-07-29 14:00:44.455,,
217449,,A,,"10.1 Grundlagen der Beratung: Einführung in Theorien und Konzepte der Beratung",,J,,207210,2021-07-29 14:00:44.494,,
217450,,A,,Modul 12: Praktikum,,J,,207211,2021-07-29 14:00:44.532,,
217451,,A,,Körperbehindertenpädagogik,,J,,208542,2021-07-29 14:00:44.571,,
217452,,A,,FWM S 5.a: Futterkonservierung (SoSe),,J,,207212,2021-07-29 14:00:44.610,,
217453,,A,,Gehörlosenpädagogik,,J,,208543,2021-07-29 14:00:44.648,,
217454,,A,,V4 Forschungsbezogenes Projektmodul,,J,,207213,2021-07-29 14:00:44.686,,
217455,,A,,FM 22: Qualitative Research Methods (SoSe),,J,,208544,2021-07-29 14:00:44.725,,
217457,,A,,MED SP M 1/2/2a/2b Förderschwerpunkt Hören und Kommunikation (2364),,J,,208545,2021-07-29 14:00:44.801,,
217458,,A,,Modul 2: Introduction to Literature,,J,,207215,2021-07-29 14:00:44.841,,
217459,,A,,Statistik in den Rehabilitationswissenschaften,,J,,208546,2021-07-29 14:00:44.880,,
217461,,A,,FM 17: Multifunctional Agricultural Land Use (WiSe),,J,,208547,2021-07-29 14:00:44.958,,
217462,,A,,FWM E 25: Molekular- und Populationsgenetik (WiSe),,J,,207217,2021-07-29 14:00:44.997,,
217463,,A,,Verhaltensgestörtenpädagogik,,J,,208548,2021-07-29 14:00:45.370,,
217464,,A,,BA DS 18 7.1 Soziolinguistik der Gebärdensprachen (SE) (5169),,J,,208538,2021-07-29 14:00:45.750,,
217465,,A,,PM 11: Mathematik und Statistik (SoSe),,J,,207207,2021-07-29 14:00:45.114,,
217467,,A,,Wahlpflicht,,J,,208539,2021-07-29 14:00:45.213,,
217469,,A,,Modul 4: Soziologische Grundlagen der Rehabilitation,,J,,208550,2021-07-29 14:00:45.293,,
217470,,A,,PM 1: Grundlagen der Biochemie (WiSe),,J,,207220,2021-07-29 14:00:45.333,,
217471,,A,,Blindenpädagogik,,J,,208551,2021-07-29 14:00:45.372,,
217472,,A,,Modul 1: Introduction to Linguistics,,J,,207221,2021-07-29 14:00:45.412,,
217473,,A,,Sehbehindertenpädagogik,,J,,208552,2021-07-29 14:00:45.471,,
217474,,A,,Modul 12: Deutsche Gebärdensprache B1,,J,,207222,2021-07-29 14:00:45.512,,
217475,,A,,Übung,,J,,208553,2021-07-29 14:00:45.552,,
217476,,A,,Rehabilitationspsychologie,,J,,207223,2021-07-29 14:00:45.592,,
217477,,A,,MA RP 14 8.2 Vertiefte Auseinandersetzung mit Interventionsstrategien (2679),,J,,208554,2021-07-29 14:00:45.632,,
217478,,A,,Rehabilitationspsychologie,,J,,207224,2021-07-29 14:00:45.671,,
217479,,A,,Verhaltensgestörtenpädagogik,,J,,208555,2021-07-29 14:00:45.711,,
217480,,A,,"2.2 Disability, Gender und Diversity als Forschungsperspektiven für pädagogische Konzepte",,J,,207225,2021-07-29 14:00:45.748,,
217481,,A,,"11.7 Kommunikation bei Sinnesbeeinträchtigungen",,J,,208556,2021-07-29 14:00:45.785,,
217483,,A,,Verhaltensgestörtenpädagogik,,J,,208557,2021-07-29 14:00:45.878,,
217484,,A,,FWM E 11: Dünger und Düngung (SoSe),,J,,208558,2021-07-29 14:00:45.916,,
217485,,A,,Sprachbehindertenpädagogik,,J,,207227,2021-07-29 14:00:45.955,,
217486,,A,,FM 3: Irrigation and Drainage Systems (WiSe),,J,,208559,2021-07-29 14:00:45.993,,
217487,,A,,Psychologische Persönlichkeitsdiagnostik,,J,,207228,2021-07-29 14:00:46.320,,
217488,,A,,Modul 14: Fachlicher Wahlpflichtbereich,,J,,208549,2021-07-29 14:00:46.700,,
217460,,A,,BA SP GH P3 Visuell-gestische Kommunikation (SK) (19999),,J,,207216,2021-11-15 13:28:43.448,,
217468,,A,,[BioMA2] Mathematische Grundlagen der Biologie 2,,J,,207209,2022-01-14 00:58:39.921,,
217489,,A,,Schulpraktische Studien,,J,,207218,2021-07-29 14:00:46.101,,
217490,,A,,Geistigbehindertenpädagogik,,J,,207219,2021-07-29 14:00:46.136,,
217491,,A,,FWM P 1: Agrarmanagement (SoSe),,J,,208560,2021-07-29 14:00:46.171,,
217492,,A,,"DMS 2 Sportspiele erfahren, verstehen und erlernen",,J,,207230,2021-07-29 14:00:46.207,,
217493,,A,,BA SP M 10/10a Förderschwerpunkt Sehen (2429),,J,,208561,2021-07-29 14:00:46.243,,
217494,,A,,Modul 10: Masterabschluss (Kolloquium),,J,,208562,2021-07-29 14:00:46.277,,
217495,,A,,Lernbehindertenpädagogik,,J,,207231,2021-07-29 14:00:46.328,,
217496,,A,,Modul FD 2.2 - Schulpraktische Studien,,J,,208563,2021-07-29 14:00:46.362,,
217497,,A,,Sprachbehindertenpädagogik,,J,,207232,2021-07-29 14:00:46.415,,
217498,,A,,"10.1/10.2 und10a.1/10a.2/10a.3  Didaktische Grundlagen der FR I und  II/IIa und IIb (SE)",,J,,208564,2021-07-29 14:00:46.451,,
217499,,A,,Rehabilitationspsychologie,,J,,207233,2021-07-29 14:00:46.489,,
217500,,A,,Fachlicher Wahlpflichtbereich,,J,,208565,2021-07-29 14:00:46.526,,
217501,,A,,Blindenpädagogik,,J,,207234,2021-07-29 14:00:46.580,,
