"texteid","txt","zeitstempel"
22048,"8.2 Introduction to educational psychological assessment (seminar)",2019-07-23 14:55:28.227
24180,Preparation of the practical course,2021-01-14 17:10:44.931
24258,From Bitcoins to IOT - An introduction to the digital issues of our time,2021-03-18 13:14:34.493
24262,Health literacy competence - Seminar for the development of individual health competences,2021-03-18 13:24:01.680
24621,German Sign Language - didactis,2021-06-07 12:44:01.654
24761,sexual education,2021-07-20 20:45:43.127
22007,Right of the Information Society,2019-07-20 04:34:34.708
22011,Microbial Biodiversity,2019-07-22 12:52:07.330
22049,Module 2 Knowledge How to conduct Scholarly Work (module exam not possible),2019-07-23 14:55:29.502
22012,Cultivation and Characterization of Microorganisms,2019-07-22 13:03:59.997
22050,"Module 5 Transformations (2 x 4 CP, + 4 CP with module exam)",2019-07-23 14:55:29.591
22051,Bio 13 Research fields in biology &#8211; organismic biology and evolution,2019-07-23 14:55:29.848
21999,Intercultural communication for educational contexts,2019-07-09 11:16:36.503
22013,bacterial genetics and physiology,2019-07-22 13:12:20.938
22014,bacterial genetics and physiology,2019-07-22 13:19:28.890
22020,Module 5b: Gender and Globalization,2019-07-23 14:54:58.672
22021,M1-1 Transdisciplinary Introduction to Gender Studies (3 CP),2019-07-23 14:54:58.815
22015,bacterial genetics and physiology,2019-07-22 13:23:04.375
22022,Notification of Changes,2019-07-23 14:55:00.899
22023,English Courses,2019-07-23 14:55:01.101
22000,Bone trumpets and skull cups: On the handling of human remains in the case of Tibet,2019-07-10 14:18:20.742
22024,M.A. Gender Studies SER 2014,2019-07-23 14:55:01.185
22025,"M1-2 How to conduct Research (3 CP, no module exam)",2019-07-23 14:55:01.501
22026,Modules Field of Study Special Education with a focus on Sign Language Pedagogy / Hearing and Communication,2019-07-23 14:55:02.487
22027,"M1-2 Tutorial: How to Conduct Research (or Reading Courses, Student Projects, Tutorials) (2 CP)",2019-07-23 14:55:02.559
22028,Bio 14 Research fields in biology &#8211; molecular life sciences,2019-07-23 14:55:03.969
22004,Director / Secretary,2019-07-19 04:34:38.704
22005,Director / Secretary,2019-07-19 04:34:38.712
22016,Methods in genetic engineering and molecular biology,2019-07-22 13:30:07.427
22017,Current problems of molecular biology,2019-07-22 13:35:06.998
22030,"M1-3 Race, Class, Gender (3 CP)",2019-07-23 14:55:05.268
22031,"3.1 Sign language linguistics I (seminar)",2019-07-23 14:55:08.234
22032,"3.4 DGS reception (language course)",2019-07-23 14:55:08.458
22033,M2-2 Introduction to Gender Studies by Using the Example of One Discipline Gender II (4 CP),2019-07-23 14:55:15.768
22034,M2-3 Introductory Course: Introduction to Gender Studies by Using the Example of One Discipline Gender I (SP: 3 LV; 1 MAP),2019-07-23 14:55:16.973
22018,Basic methods of molecular biology and genetic engineering,2019-07-22 13:39:23.328
22035,M5a-2 Dynamics (3 CP),2019-07-23 14:55:17.765
22036,M4-1 Techniques of Mediation (3 CP),2019-07-23 14:55:18.235
22037,"Module 3 Interdependencies (2 x 4 CP, + 2 CP with module exam)",2019-07-23 14:55:18.923
22009,Photosynthesis and chloroplast biogenesis,2019-07-22 12:08:16.184
22038,"7.1 Support frameworks for people with hearing impairment (seminar)",2019-07-23 14:55:22.909
22039,"Module 3 Norming (2 x 4 CP, + 4 CP with module exam)",2019-07-23 14:55:24.862
22040,M3-3 Introductory Course: Introduction to Gender Studies by Using the Example of One Discipline Gender II (3 CP),2019-07-23 14:55:25.340
22052,M4-2 Interdependencies Gender II (3 CP; 2 MAP),2019-07-23 14:55:29.987
22053,"M4-1 Follow-up Gender 1 or Follow-up Gender transdisciplinary (4 CP, no module exam)",2019-07-23 14:55:30.990
22054,Module 2 Knowledge (module exam not possible),2019-07-23 14:55:31.145
22055,B.A. Gender Studies (Minor Field) SER 2014,2019-07-23 14:55:31.419
22056,Module 6: Interventions,2019-07-23 14:55:37.818
22057,Module 5: Orders of Gender,2019-07-23 14:55:44.143
22058,M5b-1 The Political Economy of Gender (3 CP),2019-07-23 14:55:48.634
22059,Module 1: Interdependencies,2019-07-23 14:55:49.976
22060,M1-2 Introduction to Transdisciplinary Gender Studies (3 CP),2019-07-23 14:55:52.629
22061,"M4-2 Follow-up Gender 2 or Follow-up Gender transdisciplinary (4 CP, + 2 CP with module exam)",2019-07-23 14:55:52.694
24622,Introduction to Research Synthesis and Meta-analysis,2021-06-08 19:24:26.742
22063,"M6-3 Exercise (or Internship, Conducting an own Project or Creating a Product) (2 CP)",2019-07-23 14:55:53.518
22064,"M4-1 Follow-up Gender 1 or Follow-up Gender transdisciplinary (4 CP, + 2 CP with module exam)",2019-07-23 14:55:53.765
22065,"Module 7 Project (2 x 4 CP, + 4 CP with module exam)",2019-07-23 14:55:54.285
22066,"M2-1 Introductory Course: Introduction to Gender Studies by Using the Example of One Discipline Gender I (4 CP, 1 MAP)",2019-07-23 14:55:58.456
22067,M3-1 Introductory Course: Introduction to Gender Studies by Using the Example of One Discipline Gender II (4 CP; 1 MAP),2019-07-23 14:55:59.910
22068,M2-2 Gender + Criticism (3 CP),2019-07-23 14:56:00.406
22069,Gender Studies (MA),2019-07-23 14:56:01.688
24762,advanced seminar: innovative biology education,2021-07-20 21:09:07.710
22071,M2-2 Gender + Criticism (3 CP),2019-07-23 14:56:15.605
22072,M6-1 Analytical Foundations of Intervention (3 CP),2019-07-23 14:56:15.828
22073,M4-2 Practices of Mediation (3 CP),2019-07-23 14:56:17.374
22074,"M1-1 Introduction to Transdisciplinary Gender Studies (3 CP, no module exam)",2019-07-23 14:56:17.902
22075,M5-3 Transdisciplinary Perspectives on Orders of Gender (4 CP; 2 MAP),2019-07-23 14:56:19.695
22076,"3.3 DGS production (small group language course)",2019-07-23 14:56:20.620
22077,"Module 4 Medializations (2 x 4 CP, + 4 CP with module exam)",2019-07-23 14:56:20.243
22078,Module 1 Transdisciplinary Gender Studies,2019-07-23 14:56:23.817
22079,Module 2 Gender as an Analytical Category,2019-07-23 14:56:24.274
22080,"M1-3 Introductory Reading Course (4 CP, no module exam)",2019-07-23 14:56:26.964
22081,"Module 6 Free Choice (2 x 4 CP, + 2 CP with module exam)",2019-07-23 14:56:27.618
22082,M2-3 Introductory Course: Introduction to Gender Studies by Using the Example of One Discipline Gender I (3 CP; 1 MAP),2019-07-23 14:56:29.573
22083,"Module 5 Interventions (2 x 4 CP, + 2 CP with module exam)",2019-07-23 14:56:32.856
22084,"10.8.2 Selected process-oriented diagnostic methods (seminar)",2019-07-23 14:56:33.948
22085,"10.8.1 Learning process assessment (seminar)",2019-07-23 14:56:34.654
25178,"Latin Reading Course: Jeromes Correspondence with Marcella and Eustochium (GS/HS - H 235, BA[V]HTmL, MRC)",2021-11-05 11:02:56.411
25307,Learning motivation and counseling,2021-12-02 21:00:54.555
25309,Colloquium: Learning motivation and counseling,2021-12-02 21:00:56.759
25310,Introduction Health Psychology,2021-12-02 21:01:01.285
25311,Introduction to the psychology of learning and thinking,2021-12-02 21:01:02.110
25404,"Theology of Health and Illness in a Historical Perspective (HS - H 420/421/621/622, BA[V]NTmG, MEd D/EmG)",2021-12-31 09:45:48.410
10861,"Faculty of Economics and Business Administration, Empirical Economics of Labour Market",2014-04-01 10:15:06.999
20916,"Faculty of Economics and Business Administration, Statistik und Data Science",2018-08-04 04:34:14.827
21904,"Faculty of Economics and Business Administration, Venture Capital",2019-05-29 04:34:03.260
21098,"Faculty of Economics and Business Administration, Economic Migration and Integration Research",2018-10-27 04:34:06.492
22101,M6-1/2 Interventions (3 CP),2019-07-23 14:56:40.730
22103,Module 5 Orders of Gender,2019-07-23 14:56:41.700
22104,Modul 10.4 Media education and multimedia classroom arrangements in response to specific learning requirements of pupils with disabilities into account,2019-07-23 14:56:42.389
22105,"M2-1 Introductory Course: Introduction to Gender Studies by Using the Example of One Discipline Gender I (4 CP, without MAP)",2019-07-23 14:56:44.242
22106,M7-1 Research Project: Question and Design (3 CP),2019-07-23 14:56:44.794
22107,Module 8 Free Choice (module exam possible),2019-07-23 14:56:45.428
22108,Modul 10.1: Interdisciplinary extension,2019-07-23 14:56:46.186
22109,Center for Transdisciplinary Gender Studies,2019-07-23 14:56:46.456
22110,Module 2: Knowledge,2019-07-23 14:56:51.435
22111,M3-1 Introductory Course: Introduction to Gender Studies by Using the Example of One Discipline Gender II (4 CP),2019-07-23 14:56:51.531
22112,M2-1 Gender + Knowledge (3 CP),2019-07-23 14:56:53.109
22113,M7-2 Research Project: Carrying out (3 CP),2019-07-23 14:56:53.329
22114,M2-3 Gender + Theory (3 CP),2019-07-23 14:56:55.310
22115,Module 4: Mediums,2019-07-23 14:57:00.470
22116,Module 2: Gender I,2019-07-23 14:57:00.272
22117,M4-2 Interdependencies Gender II (3 CP),2019-07-23 14:57:01.222
22118,"7.3 Auditory and speech training (seminar)",2019-07-23 14:57:03.251
22119,Modul 1: Gender Studies/Transdisciplinarity,2019-07-23 14:57:03.516
22120,Module 8 Free Choice (module exam not possible),2019-07-23 14:57:04.125
22121,M1-1 Transdisciplinary Introduction to Gender Studies,2019-07-23 14:57:05.103
22122,B.A. Gender Studies (Minor Field),2019-07-23 14:57:05.861
22123,Module 3: Gender II,2019-07-23 14:57:08.467
22124,M5-3 Transdisciplinary Perspectives on Orders of Gender (4 CP; without MAP),2019-07-23 14:57:10.410
22125,"4.3 DGS-German comparative linguistics (language course)",2019-07-23 14:57:10.767
22126,M1-2 Transdisciplinary Introduction to Gender Studies (3 CP; 2 MAP),2019-07-23 14:57:11.276
22127,"4.4 DGS reception (language course)",2019-07-23 14:57:11.366
22128,M2-1 Introduction to Gender Studies by Using the Example of One Discipline Gender I (4 CP),2019-07-23 14:57:12.756
22129,Module 5 Transformations (module exam possible),2019-07-23 14:57:14.640
22130,"M2-1 Introductory Course: Introduction to Gender Studies by Using the Example of One Discipline Gender I (4 CP, without MAP)",2019-07-23 14:57:15.417
22131,M5-3 Transdisciplinary Perspectives on Orders of Gender (4 CP),2019-07-23 14:57:16.143
22132,Module 6 Interventions (module exam possible),2019-07-23 14:57:17.162
22133,Department of Asian and African Studies,2019-07-23 14:57:22.324
22134,M2-2 Introductory Course: Introduction to Gender Studies by Using the Example of One Discipline Gender II (4 CP; 1 MAP),2019-07-23 14:57:26.149
22135,M3-3 Introductory Course: Introduction to Gender Studies by Using the Example of One Discipline Gender II (3 CP; 1 MAP),2019-07-23 14:57:31.793
22136,"M6-2 Planning, Carrying Out, Evaluation (3 CP)",2019-07-23 14:57:43.531
22137,M6-1/2 Interventions (3 CP; 2 MAP),2019-07-23 14:57:47.304
22138,Module 6 Interventions,2019-07-23 14:57:47.455
22139,M5a-2 Dynamics (3 CP),2019-07-23 14:57:50.750
22140,M3-1 Norm-Normations-Normalisation (3 CP),2019-07-23 14:57:50.368
22141,Notification of Changes,2019-07-23 14:57:50.850
22142,Module 3 Norming (module exam possible),2019-07-23 14:57:55.372
22143,"3.2/4.2 Medical foundations I, II/IIa and IIb (lecture)",2019-07-23 14:58:02.364
22144,Modul 10.8 Advanced studies on diagnostics in special education,2019-07-23 14:58:03.122
22145,"1.2 Introduction to sign language pedagogy and audio pedagogy (education of the deaf/hard of hearing) (seminar)",2019-07-23 14:58:03.285
22146,"2.1 Introduction to general linguistics (seminar)",2019-07-23 14:58:03.785
22147,Modul 10: Elective Modules Special Education,2019-07-23 14:58:08.546
22148,"4.2 Advanced studies on inclusive school development and classroom research (seminar)",2019-07-23 14:58:11.230
22149,M2-3 Introductory Course: Introduction to Gender Studies by Using the Example of One Discipline Gender I (SP: 3 LV; ohne MAP),2019-07-23 14:58:11.817
22150,"2.2 Issues in didactics and assessment with particular consideration of the deaf and hard of hearing, including inclusive teaching issues (seminar)",2019-07-23 14:58:11.890
22151,"Modul 3/4: Introduction to Specialism I, II/IIa and IIb",2019-07-23 14:58:12.900
22152,"4.1 Inclusive school development and classroom-based research (lecture)",2019-07-23 14:58:12.284
22153,Module 3: Standardizations,2019-07-23 14:58:12.573
22154,M5a-1 Methodological Foundations (3 CP),2019-07-23 14:58:12.713
22155,M5-1 Orders of Gender I (3 CP; without MAP),2019-07-23 14:58:19.703
22156,"5.1/6.1/6a.1/6b.1 Theoretical foundations of Specialism I, II/IIa and IIb",2019-07-23 14:58:21.340
22157,M1-3 Introduction to Transdisciplinary Gender Studies (3 CP),2019-07-23 14:58:24.139
22158,M1-1 Transdisciplinary Introduction to Gender Studies (3 CP),2019-07-23 14:58:25.862
22159,"5.2/6.2 Current Issues to Specialism I, II/IIa and IIb",2019-07-23 14:58:28.547
22160,"M1-3 Race, Class, Gender (3 CP)",2019-07-23 14:58:29.493
22161,M4-1 Interdependencies Gender I (3 CP),2019-07-23 14:58:31.173
22162,"Courses at the Centre for Interdisciplinary Womens and Gender Studies, Technical University",2019-07-23 14:58:42.722
22163,"M2-2 Introduction Gender 2 (4 CP, no module exam)",2019-07-23 14:58:43.201
22164,"5.2 Educational audiology (seminar)",2019-07-23 14:58:44.190
22165,"6.1 Foundations of development and learning in childhood and their assessment (seminar)",2019-07-23 14:58:44.569
22166,"3.2 German Sign Language I (language course)",2019-07-23 14:58:44.890
22167,M6-1/2 Interventions (3 CP; without MAP),2019-07-23 14:58:46.474
22168,"M2-2 Exercise (or Reading Courses, Student Projects, Tutorials) (2 CP)",2019-07-23 14:58:46.849
22169,Module 5 Transformations (module exam not possible),2019-07-23 14:58:47.300
22170,M5b-2 Governing Gender Orders (3 CP),2019-07-23 14:58:47.409
22171,"10.2.1 Learning to read in challenging circumstances (seminar)",2019-07-23 14:58:47.681
22172,M2-3 Gender + Theory (3 CP),2019-07-23 14:58:48.280
22174,M1-1 Transdisciplinary Perspectives and Interdependencies (3 CP),2019-07-23 14:58:49.219
22175,Module 4 Medializations (module exam not possible),2019-07-23 14:58:50.400
22176,Module 2 Gender I,2019-07-23 14:58:50.147
22177,"Modul 6: Psychological, sociological and historical foundations",2019-07-23 14:58:50.349
22178,M5-2 Orders of Gender II (3 CP),2019-07-23 14:58:50.592
22179,"10.3.2 Severe and multiple disabilities &#8211; Advanced studies (seminar)",2019-07-23 14:58:50.684
22180,"Module 8 Free Choice (2 x 4 CP, + 4 CP with module exam)",2019-07-23 14:58:50.749
22181,M2-1 Introduction to Gender Studies by Using the Example of One Discipline Gender I (4 CP),2019-07-23 14:58:51.150
22182,"10.6.2 Methods and media for augmentative and alternative communication (seminar)",2019-07-23 14:58:51.207
22183,"10.6.1 Augmentative and alternative communication &#8211; foundations (lecture)",2019-07-23 14:58:51.277
22184,M4-1 Interdependencies Gender I (3 CP),2019-07-23 14:58:52.344
22185,English Courses,2019-07-23 14:58:52.867
22186,"10.7.2 Types of communication and communication systems (seminar)",2019-07-23 14:58:53.327
22187,M6-1/2 Interventions (3 CP),2019-07-23 14:58:53.623
22188,P1 Introduction to DGS (language course),2019-07-23 14:58:54.200
22189,Modul 7: Learning and support frameworks (= add-on),2019-07-23 14:58:54.880
22190,M.A. Gender Studies SER 2006,2019-07-23 14:58:55.764
22191,M5b-2 Governing Gender Orders (3 CP),2019-07-23 14:58:55.832
22192,M2-2 Introduction to Gender Studies by Using the Example of One Discipline Gender II (4 CP),2019-07-23 14:58:57.780
22193,M2-1 Introductory Course: Introduction to Gender Studies by Using the Example of One Discipline Gender I (4 CP),2019-07-23 14:58:57.406
22194,M2-3 Exemplary Specification of Gender I or II (3 CP),2019-07-23 14:58:58.747
22195,Modul 10.6 Augmentative and alternative communication,2019-07-23 14:58:58.867
22196,Modul 10.5 Rehabilitation technology,2019-07-23 14:58:58.936
22197,Modul 10.9/10.9a Free advanced studies in special education,2019-07-23 14:58:59.158
22198,M4-1 Interdependencies Gender I (3 CP; without MAP),2019-07-23 14:58:59.301
22199,"10.5.1 Foundations of rehabilitation technology (lecture)",2019-07-23 14:58:59.552
22200,"10.4.2 Modern teaching and learning materials and media literacy (seminar)",2019-07-23 14:58:59.726
22201,"10.3.1 Severe and multiple disabilities &#8211; Introduction (seminar)",2019-07-23 14:59:01.403
22202,"10.4.1 Media education &#8211; Introduction (lecture)",2019-07-23 14:59:01.524
22284,"1.4 Introduction to specialisations of special eductation (lecture)",2019-07-23 15:00:02.106
22203,"1.1/2.1/2a.1/2b.1 Specific aspects in education for children and young people in the specific area of special education (seminar)",2019-07-23 14:59:01.592
22204,Germanistic Linguistics,2019-07-23 14:59:01.966
22205,"10.5.2 Interactions between people and technology (seminar)",2019-07-23 14:59:03.564
22206,"7.4 Use of and support for DGS in teaching (seminar)",2019-07-23 14:59:03.686
22207,"Modul 5/6/6a/6b: Theoretical foundations and current issues in Specialism I, II/IIa and IIb",2019-07-23 14:59:04.754
22208,Modul 4: Inclusive school development and classroom research,2019-07-23 14:59:05.284
22209,Institute of Social Sciences,2019-07-23 14:59:06.384
22210,"10.7.1 Communication with dual sensory impairment - Introduction (seminar)",2019-07-23 14:59:07.460
22211,"5.1 Medical foundations of hearing and speech disorders (lecture)",2019-07-23 14:59:08.118
22212,"4.1 Sign language linguistics II (seminar)",2019-07-23 14:59:08.350
22213,M1-1 Transdisciplinary Introduction to Gender Studies (3 CP),2019-07-23 14:59:08.422
25405,colloquium,2021-12-31 09:46:16.726
22214,Module 7: Self-Study Project,2019-07-23 14:59:08.542
22215,M3-3 Introductory Course: Introduction to Gender Studies by Using the Example of One Discipline Gender II (3 CP),2019-07-23 14:59:08.737
22216,"7.2 Introduction to inclusive didactics (seminar)",2019-07-23 14:59:09.800
22217,Module 5 Interventions (module exam not possible),2019-07-23 14:59:09.128
22218,M1-1 Transdisciplinary Perspectives and Interdependencies (3 CP),2019-07-23 14:59:09.196
22219,Module 6 Free Choice (module exam possible),2019-07-23 14:59:09.572
22220,M4-2 Practices of Mediation (3 CP),2019-07-23 14:59:11.200
22221,Module 3 Interdependencies (module exam not possible),2019-07-23 14:59:11.635
22222,M2-3 Exemplary Specification of Gender I or II (3 CP),2019-07-23 14:59:12.330
22223,Module 3 Interdependencies (module exam possible),2019-07-23 14:59:12.135
22224,M1-2 Theoretical Approaches (3 CP),2019-07-23 14:59:12.569
22225,"1.1/1a.1 General special and inclusive education (lecture)",2019-07-23 14:59:12.690
22226,Modul 10.7 Communication with sensory impairments,2019-07-23 14:59:14.542
22227,Modul 9: Consultation and collaboration,2019-07-23 14:59:14.711
22228,"1.2/2.2/2a.2/2b.2 Issues in didactics and assessment  in the specific area of special education (seminar)",2019-07-23 14:59:15.312
22229,"4.1 Inclusive school development and classroom-based research (lecture)",2019-07-23 14:59:15.797
22230,"Propädeutikum: Introduction to German Sign Language (Deutsche Gebärdensprache, DGS)",2019-07-23 14:59:16.108
22231,"9.1 Foundations consultation and collaboration (lecture)",2019-07-23 14:59:16.260
22232,"8.1/8a.1 Introduction to educational psychological assessment (lecture)",2019-07-23 14:59:16.927
22233,"2.4 Bimodal-bilingual education (seminar)",2019-07-23 14:59:17.925
22234,Modul 2: Psychological foundations,2019-07-23 14:59:18.743
22235,"6.2 The history of people with hearing impairment and education for the hearing impaired (seminar)",2019-07-23 14:59:18.949
22236,"2.3 Communication forms and systems for individuals with different impairments (seminar)",2019-07-23 14:59:19.521
22237,"10.2.2 Acquisition of numeracy skills in challenging circumstances (seminar)",2019-07-23 14:59:20.100
22238,Modul 10.3: Severe and multiple disabilities,2019-07-23 14:59:20.680
22239,"1.1 General special education and inclusive education (lecture)",2019-07-23 14:59:21.408
22240,Modul 1:  Foundations of sign language pedagogy and audio pedagogy (education of the deaf/hard of hearing),2019-07-23 14:59:21.522
24538,Practical data analysis with R - Descriptive Statistics (for beginners),2021-07-21 10:22:42.143
22243,M2-1 Gender + Knowledge (3 CP),2019-07-23 14:59:23.401
22244,"1.3 Advanced handling of didactic, methodological and/or assessment issues in sign language education (exercise)",2019-07-23 14:59:23.671
22245,"M6-3 Exercise (or Internship, Conducting an own Project or Creating a Product) (2 CP)",2019-07-23 14:59:23.740
22246,M5a-1 Methodological Foundations (3 CP),2019-07-23 14:59:24.900
25179,The history of church building from late antiquity to the Middle Ages in connection with developments in the history of theology and piety,2021-11-05 11:08:27.954
22249,M5-2 Orders of Gender II (3 CP; 2 MAP),2019-07-23 14:59:24.905
22250,M3-2 Norms in Contexts (3 CP),2019-07-23 14:59:25.343
22251,P3 Visual-gestural communication (language course),2019-07-23 14:59:25.792
22252,"4.2 Advanced studies on inclusive school development and classroom-based research (seminar)",2019-07-23 14:59:25.862
22253,"8.3/8a.2 process-oriented diagnostics (&#8220;Förderdiagnostic&#8221;) (seminar)",2019-07-23 14:59:26.141
22254,B.A. Gender Studies (Subsidiary Subject) SER 2006,2019-07-23 14:59:26.792
22256,P2 DGS production (small group language course),2019-07-23 14:59:27.162
22257,"M6-2 Planning, Carrying Out, Evaluation (3 CP)",2019-07-23 14:59:28.726
22258,Modul 10.2: Acquisition of cultural skills in challenging circumstances,2019-07-23 14:59:29.188
22259,M5-3 Transdisciplinary Perspectives on Orders of Gender (4 CP),2019-07-23 14:59:30.514
22260,Module 3 Norming (module exam not possible),2019-07-23 14:59:31.400
22261,Module 9: Colloquium,2019-07-23 14:59:31.730
22262,Module 2 Knowledge (module exam possible),2019-07-23 14:59:31.286
22263,Module 2: Gender I+II,2019-07-23 14:59:31.355
22264,Modul 5: Medical and educational audiology foundations,2019-07-23 14:59:31.765
22265,"Modul 4: Module 4: German Sign Language (Deutsche Gebärdensprache, DGS) advanced module (= advanced)",2019-07-23 14:59:31.892
22266,Module 6 Free Choice (module exam not possible),2019-07-23 14:59:33.681
22267,"M2-1 Introduction Gender 1 (4 CP, no module exam)",2019-07-23 14:59:34.770
25406,Animal communication,2022-01-01 11:01:01.300
22269,M6-1 Analytical Foundations of Intervention (3 CP),2019-07-23 14:59:38.154
22270,M3-1 Norm-Normations-Normalisation (3 CP),2019-07-23 14:59:39.252
22271,M5-2 Orders of Gender II (3 CP; without MAP),2019-07-23 14:59:40.450
22272,M5-1 Orders of Gender I (3 CP; 2 MAP),2019-07-23 14:59:40.131
22273,Module 5a: Transformations,2019-07-23 14:59:43.900
21729,"Faculty of Economics and Business Administration, Organizational Economics - Future of Work",2019-04-06 04:34:17.858
22275,M1-2 Theoretical Approaches (3 CP),2019-07-23 14:59:44.285
22276,M4-1 Interdependencies Gender I (3 CP; 2 MAP),2019-07-23 14:59:44.605
22277,B.A. Gender Studies (Minor Field) SER 2006,2019-07-23 14:59:48.805
10190,"Faculty of Economics and Business Administration, Faculty Management, Computing Centre",2014-04-01 10:15:04.768
22279,Vocational Qualification Courses,2019-07-23 14:59:52.191
22280,"Courses at the Centre for Interdisciplinary Womens and Gender Studies, Technical University",2019-07-23 14:59:52.285
22281,M2-3 Introductory Course: Introduction to Gender Studies by Using the Example of One Discipline Gender I (3 CP; without MAP),2019-07-23 14:59:54.640
22282,M4-2 Interdependencies Gender II (3 CP),2019-07-23 14:59:56.930
4045,"Centre for British Studies, Administration",2010-11-11 12:09:28.147
22285,"3.1/4.1 Introduction to Specialism I, II/IIa and IIb (seminar)",2019-07-23 15:00:02.215
22286,"2.2 Psychology of rehabilitation (seminar)",2019-07-23 15:00:02.294
22287,"M3-2 Exercise (Reading Course, Student Projects, Tutorials) (2 CP)",2019-07-23 15:00:02.653
23059,B: Diversity of Life,2020-02-19 12:54:40.142
8435,"Centre for British Studies, British Literature and Culture",2014-04-01 10:14:58.420
23060,A: Biodiversity and its evultion,2020-02-19 12:59:07.972
24624,Quantitative Methods,2021-06-08 19:29:00.906
23402,Planning of Field experiences: Education of individuals with learning disabilities,2020-06-15 16:55:53.837
23506,Translation Chinese-German,2020-07-17 14:16:37.000
23604,"Introduction to Zoology  [B1 - 2SP, B24 - 2SP, NFG2 - 2SP]",2020-08-19 14:05:00.712
24763,of special needs education concerning speech and language disorders,2021-07-22 13:47:49.424
25180,"History of Christianity IV (Confessional Age, Pietism, Enlightenment)",2021-11-05 11:26:20.280
25182,"Images and Image Theory in the Christian East (GS/HS 235; BA[V]HTm/oG; MEd C; MRC-V1a,V1d,V1f,V2g, BM2,BM3)",2021-11-05 12:08:37.840
25315,Introduction to business education and training,2021-12-06 13:41:55.830
25316,Institutions of vocational education and training,2021-12-06 13:41:56.929
25317,Introduction to business education and training,2021-12-06 13:41:57.986
25318,Learning within working-situations,2021-12-06 13:41:59.253
25319,Processes of teaching and learning in vocational education,2021-12-06 13:42:01.400
25320,Processes of teaching and learning in vocational education,2021-12-06 13:42:02.554
25321,Teaching and learning environments in institutions of vocational education,2021-12-06 13:42:03.866
25407,Soil Biology,2022-01-02 18:59:13.918
11539,"Faculty of Life Sciences, Albrecht Daniel Thaer-Institute of Agricultural and Horticultural Sciences, Animal Husbandry and Ethology",2021-01-08 04:34:59.191
8743,"Faculty of Life Sciences, Albrecht Daniel Thaer-Institute of Agricultural and Horticultural Sciences, Animal Breeding and Molecular Genetics",2021-01-08 04:34:59.147
9631,"Criminal Law, Criminal Procedure and International Criminal Law and Modern Legal History",2021-01-08 04:34:58.731
11662,"Faculty of Mathematics and Natural Sciences, Department of Mathematics, Interdisciplinary Mathematics",2021-01-08 04:34:59.151
8363,"Faculty of Language, Literature and Humanities, Department of Romance Literatures and Linguistics, Literature, Religion and Gender Studies in Romance Cultures",2021-01-08 04:34:59.200
10138,"Faculty of Economics and Business Administration, Makroeconomics",2021-01-08 04:34:59.416
11287,Animal Breeding and Molecular Genetics,2021-01-08 04:34:59.145
8834,"Central Institute Professional School of Education, Administration",2014-04-01 10:14:59.875
12059,"Central Institute Professional School of Education, Design-Based Research",2014-04-01 10:15:11.209
17819,"Central Institute Professional School of Education, Didactics of German Language teaching/German as a Second Language",2017-02-15 04:35:48.264
9949,Humboldt Graduate School,2021-01-08 04:34:59.409
4055,"Central Unit - Language Centre, Administration",2010-11-11 12:10:23.990
8225,"Central Unit - Language Centre, Administration, Media Library",2014-04-01 10:14:57.456
8206,"Central Unit - Language Centre, English Language",2014-04-01 10:14:57.368
11036,"Central Unit - Language Centre, Romance Languages and Latin",2014-04-01 10:15:07.579
11730,"Central Unit - Language Centre, Slavian Languages",2014-04-01 10:15:10.130
11518,"Central Unit - Language Centre, German as a Foreign Language",2014-04-01 10:15:09.418
9968,"Central Unit - University Library, Administration",2014-04-01 10:15:04.330
9249,"Central Unit - University Library, Electronic Data Processing",2014-04-01 10:15:01.390
10417,"Central Unit - University Library, Library User Management Department",2014-04-01 10:15:05.530
11922,"Central Unit - University Library, Library User Management Department, Information Resources",2014-04-01 10:15:10.768
11248,"Central Unit - University Library, Library User Management Department, Information Resources, Information Competence",2014-04-01 10:15:08.482
9528,"Central Unit - University Library, Library User Management Department, Information Resources, Web Editorial Staff",2014-04-01 10:15:02.405
9263,"Central Unit - University Library, Library User Management Department, Information Resources, Subject Area Information",2014-04-01 10:15:01.444
11122,"Central Unit - University Library, Library User Management Department, Section Service",2014-04-01 10:15:08.340
10604,"Central Unit - University Library, Library User Management Department, Section Service, Resources Delivery",2014-04-01 10:15:06.160
10392,Humboldt Graduate School,2021-01-08 04:34:59.407
11861,Humboldt Graduate School,2021-01-08 04:34:59.405
9395,"Central Unit - University Library, Library User Management Department, Section Service, Issue Counter",2014-04-01 10:15:01.930
11639,"Central Unit - University Library, Library User Management Department, Section Service, Freehand",2014-04-01 10:15:09.829
8872,"Central Unit - University Library, Acquisition and Indexing Department",2014-04-01 10:15:00.210
9682,Makroeconomics,2021-01-08 04:34:59.418
24259,Pimp the Audience! - Successful audience orientation in the cultural sector,2021-03-18 13:15:16.321
24181,Organisational and management consultancy - introduction to the professional field,2021-03-18 13:18:08.795
11377,"Central Unit - University Library, Acquisition and Indexing Department, Acquisition",2014-04-01 10:15:08.926
8257,"Central Unit - University Library, Acquisition and Indexing Department, Acquisition, Periodicals Team",2014-04-01 10:14:57.602
11740,"Central Unit - University Library, Acquisition and Indexing Department, Acquisition, Binding Team",2014-04-01 10:15:10.163
